PART_ID,SRC_ID,SRC_TYP
490,1231707,Patient
491,1231711,Patient
492,1231714,Patient
493,1231721,Patient
494,1231724,Patient
495,1231728,Patient
496,1231732,Patient
497,1231733,Patient
498,1231735,Patient
499,1231738,Patient
500,1231742,Patient
501,1231751,Patient
502,1231762,Patient
503,1231764,Patient
504,1231769,Patient
505,1231770,Patient
506,1231771,Patient
507,1231773,Patient
508,1231779,Patient
509,1231787,Patient
510,1231790,Patient
511,1231793,Patient
512,1231796,Patient
513,1231797,Patient
514,1231805,Patient
515,1231813,Patient
516,1231817,Patient
517,1231818,Patient
518,1231828,Patient
519,1231829,Patient
520,1231834,Patient
521,1231839,Patient
522,1231841,Patient
523,1231848,Patient
524,1231851,Patient
525,1231852,Patient
526,1231853,Patient
527,1231867,Patient
528,1231876,Patient
529,1231878,Patient
530,1231882,Patient
531,1231887,Patient
532,1231889,Patient
533,1231891,Patient
534,1231899,Patient
535,1231906,Patient
536,1231911,Patient
537,1231918,Patient
538,1231921,Patient
539,1231924,Patient
540,1231925,Patient
541,1231934,Patient
542,1231937,Patient
543,1231947,Patient
544,1231952,Patient
545,1231955,Patient
546,1231957,Patient
547,1231958,Patient
548,1231959,Patient
549,1231962,Patient
550,1231969,Patient
551,1231976,Patient
552,1231988,Patient
553,1231990,Patient
554,1231993,Patient
555,1231997,Patient
556,1232000,Patient
557,1232004,Patient
558,1232008,Patient
559,1232010,Patient
560,1232012,Patient
561,1232018,Patient
562,1232025,Patient
563,1232032,Patient
564,1232069,Patient
565,1232073,Patient
566,1232079,Patient
567,1232085,Patient
568,1232089,Patient
569,1232094,Patient
570,1232100,Patient
571,1232102,Patient
572,1232112,Patient
573,1232113,Patient
574,1232118,Patient
575,1232125,Patient
576,1232137,Patient
577,1232143,Patient
578,1232145,Patient
579,1232147,Patient
580,1232148,Patient
581,1232149,Patient
582,1232152,Patient
583,1232158,Patient
584,1232166,Patient
585,1232180,Patient
586,1232184,Patient
587,1232187,Patient
588,1232188,Patient
589,1232193,Patient
590,1232196,Patient
591,1232201,Patient
592,1232206,Patient
593,1232210,Patient
594,1232218,Patient
595,1232237,Patient
596,1232241,Patient
597,1232259,Patient
598,1232267,Patient
599,1232272,Patient
600,1232275,Patient
601,1232278,Patient
602,1232283,Patient
603,1232291,Patient
604,1232295,Patient
605,1232298,Patient
606,1232304,Patient
607,1232308,Patient
608,1232309,Patient
609,1232310,Patient
610,1232316,Patient
611,1232320,Patient
612,1232325,Patient
613,1232330,Patient
614,1232331,Patient
615,1232332,Patient
616,1232335,Patient
617,1232336,Patient
618,1232337,Patient
619,1232339,Patient
620,1232341,Patient
621,1232345,Patient
622,1232348,Patient
623,1232350,Patient
624,1232352,Patient
625,1232355,Patient
626,1232361,Patient
627,1232362,Patient
628,1232364,Patient
629,1232369,Patient
630,1232371,Patient
631,1232373,Patient
632,1232374,Patient
633,1232383,Patient
634,1232384,Patient
635,1232385,Patient
636,1232398,Patient
637,1232400,Patient
638,1232406,Patient
639,1232413,Patient
640,1232416,Patient
641,1232423,Patient
642,1232442,Patient
643,1232449,Patient
644,1232450,Patient
645,1232452,Patient
646,1232453,Patient
647,1232454,Patient
648,1232457,Patient
649,1232470,Patient
650,1232476,Patient
651,1232477,Patient
652,1232481,Patient
653,1232484,Patient
654,1232487,Patient
655,1232488,Patient
656,1232498,Patient
657,1232499,Patient
658,1232502,Patient
659,1232503,Patient
660,1232505,Patient
661,1232509,Patient
662,1232510,Patient
663,1232512,Patient
664,1232514,Patient
665,1232525,Patient
666,1232527,Patient
667,1232533,Patient
668,1232534,Patient
669,1232546,Patient
670,1232547,Patient
671,1232548,Patient
672,1232551,Patient
673,1232555,Patient
674,1232558,Patient
675,1232566,Patient
676,1232568,Patient
677,1232575,Patient
678,1232577,Patient
679,1232600,Patient
680,1232601,Patient
681,1232605,Patient
682,1232618,Patient
683,1232622,Patient
684,1232624,Patient
685,1232625,Patient
686,1232640,Patient
687,1232642,Patient
688,1232644,Patient
689,1232648,Patient
690,1232649,Patient
691,1232652,Patient
692,1232658,Patient
693,1232659,Patient
694,1232661,Patient
695,1232665,Patient
696,1232666,Patient
697,1232667,Patient
698,1232668,Patient
699,1232672,Patient
700,1232676,Patient
701,1232681,Patient
702,1232684,Patient
703,1232695,Patient
704,1232696,Patient
705,1232714,Patient
706,1232719,Patient
707,1232726,Patient
708,1232747,Patient
709,1232750,Patient
710,1232755,Patient
711,1232762,Patient
712,1232766,Patient
713,1232768,Patient
714,1232773,Patient
715,1232779,Patient
716,1232787,Patient
717,1232791,Patient
718,1232794,Patient
719,1232796,Patient
720,1232798,Patient
721,1232808,Patient
722,1232809,Patient
723,1232810,Patient
724,1232814,Patient
725,1232817,Patient
726,1232819,Patient
727,1232829,Patient
728,1232830,Patient
729,1232831,Patient
730,1232832,Patient
731,1232835,Patient
732,1232837,Patient
733,1232842,Patient
734,1232845,Patient
735,1232859,Patient
736,1232865,Patient
737,1232870,Patient
738,1232882,Patient
739,1232883,Patient
740,1232891,Patient
741,1232895,Patient
742,1232913,Patient
743,1232917,Patient
744,1232921,Patient
745,1232931,Patient
746,1232932,Patient
747,1232939,Patient
748,1232941,Patient
749,1232948,Patient
750,1232955,Patient
751,1232963,Patient
752,1232970,Patient
753,1232975,Patient
754,1232978,Patient
755,1232984,Patient
756,1232986,Patient
757,1232991,Patient
758,1233006,Patient
759,1233007,Patient
760,1233013,Patient
761,1233036,Patient
762,1233039,Patient
763,1233041,Patient
764,1233048,Patient
765,1233049,Patient
766,1233050,Patient
767,1233054,Patient
768,1233059,Patient
769,1233064,Patient
770,1233071,Patient
771,1233072,Patient
772,1233073,Patient
773,1233077,Patient
774,1233083,Patient
775,1233085,Patient
776,1233086,Patient
777,1233087,Patient
778,1233116,Patient
779,1233131,Patient
780,1233133,Patient
781,1233138,Patient
782,1233139,Patient
783,1233148,Patient
784,1233157,Patient
785,1233160,Patient
786,1233162,Patient
787,1233165,Patient
788,1233167,Patient
789,1233169,Patient
790,1233170,Patient
791,1233173,Patient
792,1233179,Patient
793,1233186,Patient
794,1233190,Patient
795,1233191,Patient
796,1233199,Patient
797,1233200,Patient
798,1233210,Patient
799,1233213,Patient
800,1233223,Patient
801,1233228,Patient
802,1233229,Patient
803,1233236,Patient
804,1233240,Patient
805,1233254,Patient
806,1233255,Patient
807,1233271,Patient
808,1233273,Patient
809,1233279,Patient
810,1233283,Patient
811,1233285,Patient
812,1233287,Patient
813,1233289,Patient
814,1233291,Patient
815,1233298,Patient
816,1233301,Patient
817,1233302,Patient
818,1233306,Patient
819,1233312,Patient
820,1233315,Patient
821,1233325,Patient
822,1233328,Patient
823,1233329,Patient
824,1233339,Patient
825,1233341,Patient
826,1233346,Patient
827,1233347,Patient
828,1233354,Patient
829,1233359,Patient
830,1233363,Patient
831,1233366,Patient
832,1233373,Patient
833,1233378,Patient
834,1233380,Patient
835,1233383,Patient
836,1233384,Patient
837,1233391,Patient
838,1233393,Patient
839,1233397,Patient
840,1233403,Patient
841,1233406,Patient
842,1233412,Patient
843,1233418,Patient
844,1233422,Patient
845,1233430,Patient
846,1233431,Patient
847,1233434,Patient
848,1233439,Patient
849,1233440,Patient
850,1233444,Patient
851,1233456,Patient
852,1233466,Patient
853,1233471,Patient
854,1233473,Patient
855,1233478,Patient
856,1233483,Patient
857,1233484,Patient
858,1233489,Patient
859,1233490,Patient
860,1233492,Patient
861,1233505,Patient
862,1233506,Patient
863,1233515,Patient
864,1233516,Patient
865,1233518,Patient
866,1233520,Patient
867,1233523,Patient
868,1233531,Patient
869,1233532,Patient
870,1233535,Patient
871,1233538,Patient
872,1233540,Patient
873,1233542,Patient
874,1233543,Patient
875,1233550,Patient
876,1233555,Patient
877,1233556,Patient
878,1233557,Patient
879,1233563,Patient
880,1233567,Patient
881,1233568,Patient
882,1233577,Patient
883,1233578,Patient
884,1233579,Patient
885,1233583,Patient
886,1233588,Patient
887,1233593,Patient
888,1233595,Patient
889,1233596,Patient
890,1233603,Patient
891,1233604,Patient
892,1233607,Patient
893,1233608,Patient
894,1233611,Patient
895,1233612,Patient
896,1233615,Patient
897,1233634,Patient
898,1233639,Patient
899,1233665,Patient
900,1233666,Patient
901,1233668,Patient
902,1233670,Patient
903,1233675,Patient
904,1233677,Patient
905,1233678,Patient
906,1233682,Patient
907,1233684,Patient
908,1233685,Patient
909,1233691,Patient
910,1233694,Patient
911,1233695,Patient
912,1233698,Patient
913,1233703,Patient
914,1233716,Patient
915,1233728,Patient
916,1233731,Patient
917,1233736,Patient
918,1233740,Patient
919,1233745,Patient
920,1233751,Patient
921,1233753,Patient
922,1233760,Patient
923,1233766,Patient
924,1233773,Patient
925,1233775,Patient
926,1233787,Patient
927,1233788,Patient
928,1233789,Patient
929,1233792,Patient
930,1233795,Patient
931,1233811,Patient
932,1233816,Patient
933,1233818,Patient
934,1233829,Patient
935,1233831,Patient
936,1233842,Patient
937,1233848,Patient
938,1233856,Patient
939,1233857,Patient
940,1233858,Patient
941,1233859,Patient
942,1233861,Patient
943,1233866,Patient
944,1233869,Patient
945,1233870,Patient
946,1233872,Patient
947,1233880,Patient
948,1233883,Patient
949,1233892,Patient
950,1233897,Patient
951,1233903,Patient
952,1233908,Patient
953,1233912,Patient
954,1233913,Patient
955,1233915,Patient
956,1233920,Patient
957,1233929,Patient
958,1233932,Patient
959,1233934,Patient
960,1233956,Patient
961,1233975,Patient
962,1233991,Patient
963,1233998,Patient
964,1234014,Patient
965,1234016,Patient
966,1234018,Patient
967,1234020,Patient
968,1234023,Patient
969,1234026,Patient
970,1234028,Patient
971,1234035,Patient
972,1234049,Patient
973,1234050,Patient
974,1234056,Patient
975,1234060,Patient
976,1234062,Patient
977,1234067,Patient
978,1234072,Patient
979,1234074,Patient
980,1234089,Patient
981,1234090,Patient
982,1234093,Patient
983,1234096,Patient
984,1234105,Patient
985,1234106,Patient
986,1234110,Patient
987,1234115,Patient
988,1234119,Patient
989,1234120,Patient
990,1234128,Patient
991,1234136,Patient
992,1234146,Patient
993,1234150,Patient
994,1234154,Patient
995,1234157,Patient
996,1234164,Patient
997,1234168,Patient
998,1234174,Patient
999,1234175,Patient
1000,1234176,Patient
1001,1234179,Patient
1002,1234180,Patient
1003,1234192,Patient
1004,1234205,Patient
1005,1234208,Patient
1006,1234229,Patient
1007,1234240,Patient
1008,1234256,Patient
1009,1234273,Patient
1010,1234286,Patient
1011,1234288,Patient
1012,1234298,Patient
1013,1234303,Patient
1014,1234306,Patient
1015,1234308,Patient
1016,1234309,Patient
1017,1234311,Patient
1018,1234313,Patient
1019,1234319,Patient
1020,1234327,Patient
1021,1234329,Patient
1022,1234330,Patient
1023,1234334,Patient
1024,1234342,Patient
1025,1234343,Patient
1026,1234345,Patient
1027,1234350,Patient
1028,1234359,Patient
1029,1234367,Patient
1030,1234368,Patient
1031,1234374,Patient
1032,1234376,Patient
1033,1234378,Patient
1034,1234379,Patient
1035,1234383,Patient
1036,1234385,Patient
1037,1234386,Patient
1038,1234388,Patient
1039,1234392,Patient
1040,1234396,Patient
1041,1234397,Patient
1042,1234403,Patient
1043,1234408,Patient
1044,1234411,Patient
1045,1234414,Patient
1046,1234423,Patient
1047,1234438,Patient
1048,1234446,Patient
1049,1234452,Patient
1050,1234455,Patient
1051,1234456,Patient
1052,1234459,Patient
1053,1234462,Patient
1054,1234470,Patient
1055,1234472,Patient
1056,1234477,Patient
1057,1234484,Patient
1058,1234486,Patient
1059,1234488,Patient
1060,1234492,Patient
1061,1234495,Patient
1062,1234503,Patient
1063,1234505,Patient
1064,1234512,Patient
1065,1234514,Patient
1066,1234517,Patient
1067,1234534,Patient
1068,1234535,Patient
1069,1234539,Patient
1070,1234541,Patient
1071,1234542,Patient
1072,1234543,Patient
1073,1234550,Patient
1074,1234554,Patient
1075,1234555,Patient
1076,1234563,Patient
1077,1234570,Patient
1078,1234571,Patient
1079,1234574,Patient
1080,1234575,Patient
1081,1234576,Patient
1082,1234583,Patient
1083,1234584,Patient
1084,1234587,Patient
1085,1234590,Patient
1086,1234598,Patient
1087,1234600,Patient
1088,1234606,Patient
1089,1234612,Patient
1090,1234614,Patient
1091,1234616,Patient
1092,1234641,Patient
1093,1234644,Patient
1094,1234654,Patient
1095,1234655,Patient
1096,1234659,Patient
1097,1234669,Patient
1098,1234675,Patient
1099,1234683,Patient
1100,1234685,Patient
1101,1234686,Patient
1102,1234689,Patient
1103,1234690,Patient
1104,1234691,Patient
1105,1234692,Patient
1106,1234701,Patient
1107,1234705,Patient
1108,1234708,Patient
1109,1234717,Patient
1110,1234723,Patient
1111,1234730,Patient
1112,1234731,Patient
1113,1234733,Patient
1114,1234741,Patient
1115,1234751,Patient
1116,1234754,Patient
1117,1234756,Patient
1118,1234757,Patient
1119,1234759,Patient
1120,1234771,Patient
1121,1234777,Patient
1122,1234780,Patient
1123,1234782,Patient
1124,1234784,Patient
1125,1234787,Patient
1126,1234788,Patient
1127,1234790,Patient
1128,1234795,Patient
1129,1234797,Patient
1130,1234800,Patient
1131,1234809,Patient
1132,1234821,Patient
1133,1234822,Patient
1134,1234823,Patient
1135,1234824,Patient
1136,1234827,Patient
1137,1234830,Patient
1138,1234833,Patient
1139,1234842,Patient
1140,1234843,Patient
1141,1234845,Patient
1142,1234849,Patient
1143,1234850,Patient
1144,1234877,Patient
1145,1234878,Patient
1146,1234879,Patient
1147,1234882,Patient
1148,1234888,Patient
1149,1234892,Patient
1150,1234898,Patient
1151,1234902,Patient
1152,1234903,Patient
1153,1234906,Patient
1154,1234914,Patient
1155,1234919,Patient
1156,1234931,Patient
1157,1234942,Patient
1158,1234952,Patient
1159,1234974,Patient
1160,1234975,Patient
1161,1234982,Patient
1162,1234986,Patient
1163,1234987,Patient
1164,1234988,Patient
1165,1234992,Patient
1166,1234993,Patient
1167,1234995,Patient
1168,1235002,Patient
1169,1235011,Patient
1170,1235014,Patient
1171,1235026,Patient
1172,1235033,Patient
1173,1235036,Patient
1174,1235041,Patient
1175,1235043,Patient
1176,1235046,Patient
1177,1235049,Patient
1178,1235058,Patient
1179,1235072,Patient
1180,1235077,Patient
1181,1235079,Patient
1182,1235086,Patient
1183,1235097,Patient
1184,1235098,Patient
1185,1235099,Patient
1186,1235105,Patient
1187,1235109,Patient
1188,1235117,Patient
1189,1235121,Patient
1190,1235124,Patient
1191,1235132,Patient
1192,1235133,Patient
1193,1235170,Patient
1194,1235171,Patient
1195,1235178,Patient
1196,1235182,Patient
1197,1235188,Patient
1198,1235195,Patient
1199,1235197,Patient
1200,1235200,Patient
1201,1235202,Patient
1202,1235204,Patient
1203,1235211,Patient
1204,1235214,Patient
1205,1235215,Patient
1206,1235221,Patient
1207,1235222,Patient
1208,1235225,Patient
1209,1235226,Patient
1210,1235227,Patient
1211,1235228,Patient
1212,1235232,Patient
1213,1235235,Patient
1214,1235236,Patient
1215,1235238,Patient
1216,1235239,Patient
1217,1235251,Patient
1218,1235267,Patient
1219,1235268,Patient
1220,1235273,Patient
1221,1235277,Patient
1222,1235283,Patient
1223,1235292,Patient
1224,1235294,Patient
1225,1235296,Patient
1226,1235304,Patient
1227,1235305,Patient
1228,1235306,Patient
1229,1235308,Patient
1230,1235310,Patient
1231,1235311,Patient
1232,1235312,Patient
1233,1235314,Patient
1234,1235315,Patient
1235,1235316,Patient
1236,1235324,Patient
1237,1235333,Patient
1238,1235346,Patient
1239,1235350,Patient
1240,1235351,Patient
1241,1235352,Patient
1242,1235353,Patient
1243,1235355,Patient
1244,1235357,Patient
1245,1235359,Patient
1246,1235362,Patient
1247,1235364,Patient
1248,1235370,Patient
1249,1235374,Patient
1250,1235378,Patient
1251,1235380,Patient
1252,1235383,Patient
1253,1235385,Patient
1254,1235389,Patient
1255,1235393,Patient
1256,1235394,Patient
1257,1235395,Patient
1258,1235404,Patient
1259,1235408,Patient
1260,1235413,Patient
1261,1235414,Patient
1262,1235415,Patient
1263,1235419,Patient
1264,1235420,Patient
1265,1235422,Patient
1266,1235424,Patient
1267,1235430,Patient
1268,1235435,Patient
1269,1235436,Patient
1270,1235441,Patient
1271,1235448,Patient
1272,1235454,Patient
1273,1235462,Patient
1274,1235467,Patient
1275,1235498,Patient
1276,1235512,Patient
1277,1235523,Patient
1278,1235525,Patient
1279,1235528,Patient
1280,1235529,Patient
1281,1235532,Patient
1282,1235534,Patient
1283,1235535,Patient
1284,1235539,Patient
1285,1235540,Patient
1286,1235565,Patient
1287,1235569,Patient
1288,1235570,Patient
1289,1235573,Patient
1290,1235575,Patient
1291,1235587,Patient
1292,1235594,Patient
1293,1235606,Patient
1294,1235607,Patient
1295,1235617,Patient
1296,1235619,Patient
1297,1235626,Patient
1298,1235629,Patient
1299,1235632,Patient
1300,1235641,Patient
1301,1235643,Patient
1302,1235646,Patient
1303,1235648,Patient
1304,1235662,Patient
1305,1235665,Patient
1306,1235667,Patient
1307,1235675,Patient
1308,1235686,Patient
1309,1235705,Patient
1310,1235707,Patient
1311,1235712,Patient
1312,1235716,Patient
1313,1235717,Patient
1314,1235722,Patient
1315,1235724,Patient
1316,1235734,Patient
1317,1235740,Patient
1318,1235747,Patient
1319,1235748,Patient
1320,1235758,Patient
1321,1235762,Patient
1322,1235767,Patient
1323,1235772,Patient
1324,1235774,Patient
1325,1235780,Patient
1326,1235782,Patient
1327,1235785,Patient
1328,1235797,Patient
1329,1235807,Patient
1330,1235809,Patient
1331,1235811,Patient
1332,1235812,Patient
1333,1235816,Patient
1334,1235817,Patient
1335,1235830,Patient
1336,1235834,Patient
1337,1235838,Patient
1338,1235846,Patient
1339,1235859,Patient
1340,1235865,Patient
1341,1235866,Patient
1342,1235868,Patient
1343,1235878,Patient
1344,1235889,Patient
1345,1235891,Patient
1346,1235902,Patient
1347,1235916,Patient
1348,1235924,Patient
1349,1235926,Patient
1350,1235927,Patient
1351,1235931,Patient
1352,1235934,Patient
1353,1235935,Patient
